Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
00:bin_000303	54.02	2.02	Gradient Boost (General Model)	11	0.886	2748	242.6153452685422	1601817	0.49	1955	None
07-TM1:bin_000015	86.63	2.9	Neural Network (Specific Model)	11	0.911	6353	284.2605945604048	2953798	0.48	3162	None
07-TM2:bin_000002	100.0	0.16	Neural Network (Specific Model)	11	0.902	147878	372.16694021101995	5273321	0.41	4265	None
07-TM2:bin_000017	91.38	1.75	Gradient Boost (General Model)	11	0.898	18812	306.0278293135436	3301151	0.53	3234	None
07-TM2:bin_000030	95.13	1.25	Neural Network (Specific Model)	11	0.914	139211	410.0579896907216	6258406	0.42	4656	None
07-TM2:bin_000041	61.43	1.57	Neural Network (Specific Model)	11	0.871	3232	261.8092601912431	1787255	0.54	1987	None
07-TM4:bin_000005	99.6	1.13	Neural Network (Specific Model)	11	0.864	28922	294.7460923931921	2942635	0.44	2879	None
07-TM4:bin_000018	99.99	2.04	Neural Network (Specific Model)	11	0.883	82496	311.1424108305129	4052773	0.48	3841	None
07-TM4:bin_000022	99.22	4.77	Gradient Boost (General Model)	11	0.908	65186	317.4876985362815	3361351	0.46	3211	None
07-TM4:bin_000050	93.87	10.29	Gradient Boost (General Model)	11	0.887	9864	290.63959783449343	2538105	0.3	2586	None
07:bin_000004	99.55	0.89	Gradient Boost (General Model)	11	0.904	71535	315.3037646040675	2412152	0.44	2311	None
07:bin_000009	99.97	1.42	Neural Network (Specific Model)	11	0.903	79522	320.62744400995376	2989845	0.56	2813	None
07:bin_000022	97.81	3.05	Gradient Boost (General Model)	11	0.859	20257	312.61795128461796	3264240	0.5	2997	None
07:bin_000034	97.71	1.09	Gradient Boost (General Model)	11	0.874	32473	311.63217886891715	2434196	0.54	2281	None
07:bin_000041	100.0	9.28	Gradient Boost (General Model)	11	0.888	56327	295.1289966923925	3608405	0.3	3628	None
07:bin_000049	92.75	1.57	Gradient Boost (General Model)	11	0.904	10992	292.7725674091442	3307739	0.55	3412	None
07:bin_000061	90.47	3.34	Gradient Boost (General Model)	11	0.86	13629	328.53013392857144	2050624	0.57	1792	None
07:bin_000062	99.94	5.91	Neural Network (Specific Model)	11	0.884	82496	312.168029543656	4010229	0.48	3791	None
07:bin_000063	91.9	0.49	Neural Network (Specific Model)	11	0.895	7263	277.453801732435	1926166	0.41	2078	None
07:bin_000114	94.17	7.7	Neural Network (Specific Model)	11	0.905	134153	385.0264448709746	5978510	0.43	4689	None
07:bin_000127	89.38	3.33	Gradient Boost (General Model)	11	0.899	14804	273.3546468401487	1224206	0.31	1345	None
07:bin_000162	72.29	2.58	Neural Network (Specific Model)	11	0.898	7005	312.7191818684356	1886937	0.62	1809	None
07:bin_000188	62.58	2.89	Gradient Boost (General Model)	11	0.864	4032	225.70352170352172	952407	0.28	1221	None
14-TM1:bin_000010	98.25	0.09	Gradient Boost (General Model)	11	0.857	67613	325.5066760365425	3235701	0.5	2846	None
14-TM1:bin_000022	94.41	4.9	Neural Network (Specific Model)	11	0.887	16421	289.9321394910462	3116463	0.63	3183	None
14-TM1:bin_000024	93.65	0.0	Gradient Boost (General Model)	11	0.885	247535	349.61148857319336	1916015	0.47	1619	None
14-TM1:bin_000065	74.85	29.11	Gradient Boost (General Model)	11	0.9	2520	244.79780512138345	4896717	0.52	6014	None
14-TM2:bin_000010	97.41	0.61	Neural Network (Specific Model)	11	0.915	19315	294.13878676470586	2094143	0.37	2176	None
14-TM2:bin_000012	94.49	0.05	Neural Network (Specific Model)	11	0.841	42167	320.03378695448146	2424667	0.6	2131	None
14-TM2:bin_000023	98.4	2.25	Neural Network (Specific Model)	11	0.878	11743	285.37404162102956	1777687	0.41	1826	None
14-TM2:bin_000035	94.96	1.31	Gradient Boost (General Model)	11	0.916	12581	316.56517055655297	2880743	0.54	2785	None
14-TM2:bin_000047	82.92	2.71	Gradient Boost (General Model)	11	0.868	4537	274.6715707485937	2189914	0.54	2311	None
14-TM2:bin_000051	76.85	1.61	Gradient Boost (General Model)	11	0.847	4604	256.50227830354015	2585550	0.43	2853	None
14-TM3:bin_000005	100.0	4.93	Gradient Boost (General Model)	11	0.889	74770	296.3229224762967	3579096	0.3	3586	None
14-TM4:bin_000020	99.17	1.91	Gradient Boost (General Model)	11	0.86	23001	313.9292848581702	2737045	0.55	2503	None
14-TM4:bin_000052	99.77	7.23	Gradient Boost (General Model)	11	0.831	22504	270.0973731884058	2147771	0.26	2208	None
14-TM4:bin_000089	82.56	3.92	Gradient Boost (General Model)	11	0.894	10995	306.4188222344524	1864705	0.53	1817	None
14-TM4:bin_000091	87.13	6.3	Gradient Boost (General Model)	11	0.897	20059	310.2110467098534	3038738	0.54	2933	None
14-TM4:bin_000092	92.63	3.23	Gradient Boost (General Model)	11	0.874	4531	258.1930046354825	2099664	0.59	2373	None
14-TM4:bin_000095	88.31	5.5	Neural Network (Specific Model)	11	0.9	16577	302.627366916756	2816501	0.48	2799	None
14-TM4:bin_000104	89.33	4.93	Neural Network (Specific Model)	11	0.889	12253	299.12030716723547	3540536	0.45	3516	None
14-TM4:bin_000134	59.59	1.14	Neural Network (Specific Model)	11	0.89	3853	252.53571428571428	1307766	0.44	1540	None
14:bin_000010	94.57	1.32	Gradient Boost (General Model)	11	0.894	12418	287.84490960989535	2025681	0.48	2102	None
14:bin_000026	97.55	2.6	Gradient Boost (General Model)	11	0.895	108503	325.428338762215	3344423	0.52	3070	None
14:bin_000085	97.34	1.09	Gradient Boost (General Model)	11	0.898	18941	330.00580832526623	1136990	0.32	1033	None
14:bin_000086	93.94	6.56	Neural Network (Specific Model)	11	0.905	10588	291.2220832030028	3080395	0.46	3197	None
14:bin_000145	88.07	4.57	Gradient Boost (General Model)	11	0.889	10190	303.8741081703107	4448914	0.51	4345	None
14:bin_000170	75.76	4.1	Gradient Boost (General Model)	11	0.857	11168	275.2112582781457	1451668	0.29	1510	None
14:bin_000171	85.31	9.5	Gradient Boost (General Model)	11	0.864	9786	281.33048676345004	1142293	0.29	1171	None
14:bin_000177	72.54	10.01	Gradient Boost (General Model)	11	0.866	11102	270.81327800829877	1579551	0.27	1687	None
21-TM1:bin_000009	99.98	1.17	Neural Network (Specific Model)	11	0.883	36584	286.14157303370786	2158714	0.37	2225	None
21-TM1:bin_000011	93.71	0.02	Gradient Boost (General Model)	11	0.91	32531	302.9016768292683	1308212	0.51	1312	None
21-TM1:bin_000046	96.18	4.45	Neural Network (Specific Model)	11	0.907	33461	301.59180790960454	2819506	0.43	2832	None
21-TM1:bin_000061	95.99	6.34	Gradient Boost (General Model)	11	0.895	69738	330.8902871894159	3431710	0.54	3099	None
21-TM1:bin_000075	88.55	5.04	Gradient Boost (General Model)	11	0.923	11876	296.97509924215086	2669256	0.5	2771	None
21-TM1:bin_000111	70.79	3.5	Gradient Boost (General Model)	11	0.903	7903	263.22187776793623	1969005	0.31	2258	None
21-TM1:bin_000114	67.65	5.2	Neural Network (Specific Model)	11	0.877	6738	265.6150907354346	1899415	0.63	2094	None
21-TM2:bin_000044	77.04	3.5	Gradient Boost (General Model)	11	0.848	3629	241.19587020648967	1443036	0.58	1695	None
21-TM3:bin_000004	99.98	1.64	Neural Network (Specific Model)	11	0.895	37016	312.3634311512415	3240611	0.47	3101	None
21-TM3:bin_000008	91.3	0.04	Gradient Boost (General Model)	11	0.886	36375	336.3192004845548	1877699	0.47	1651	None
21-TM4:bin_000043	97.05	0.85	Gradient Boost (General Model)	11	0.9	17703	319.8329853862213	1528720	0.49	1437	None
21-TM4:bin_000072	92.21	0.28	Gradient Boost (General Model)	11	0.869	46907	289.3200992555831	1606091	0.28	1612	None
21-TM4:bin_000075	92.54	2.52	Gradient Boost (General Model)	11	0.912	13983	268.45297372060855	1274460	0.3	1446	None
21:bin_000015	100.0	0.34	Neural Network (Specific Model)	11	0.879	50788	307.16070252469814	4769595	0.51	4555	None
21:bin_000016	94.54	3.45	Neural Network (Specific Model)	11	0.888	23350	310.1606753812636	1919704	0.49	1836	None
21:bin_000037	100.0	4.91	Gradient Boost (General Model)	11	0.89	62744	296.3724888392857	3574572	0.3	3584	None
21:bin_000043	97.4	2.93	Gradient Boost (General Model)	11	0.828	30520	295.5422463522226	3150150	0.54	2947	None
21:bin_000073	92.76	2.89	Gradient Boost (General Model)	11	0.89	10419	291.45019224047536	2806008	0.49	2861	None
21:bin_000118	86.24	0.15	Gradient Boost (General Model)	11	0.921	13047	316.0206834532374	2285461	0.57	2224	None
21:bin_000139	85.96	0.4	Neural Network (Specific Model)	11	0.924	20067	309.5447819314642	2574031	0.51	2568	None
21:bin_000159	94.77	3.02	Neural Network (Specific Model)	11	0.893	44439	318.1120580808081	3379700	0.44	3168	None
21:bin_000184	80.4	6.02	Gradient Boost (General Model)	11	0.86	13095	287.19132653061223	1568093	0.27	1568	None
21:bin_000197	82.09	2.48	Neural Network (Specific Model)	11	0.874	26433	297.08793969849245	1620610	0.5	1592	None
21:bin_000206	82.53	3.2	Gradient Boost (General Model)	11	0.891	7496	280.3817787418655	3042189	0.31	3227	None
21:bin_000230	69.22	6.36	Neural Network (Specific Model)	11	0.898	6996	282.6527827648115	2624337	0.45	2785	None
21:bin_000232	64.15	4.83	Neural Network (Specific Model)	11	0.89	7247	289.5943460490463	2858430	0.44	2936	None
D300693:bin_000005	95.98	1.01	Gradient Boost (General Model)	11	0.886	38542	341.83097854526426	2206720	0.56	1911	None
D300693:bin_000008	97.36	1.04	Gradient Boost (General Model)	11	0.911	23966	309.0613583138173	2167559	0.43	2135	None
D300693:bin_000018	99.03	0.82	Gradient Boost (General Model)	11	0.906	121239	339.5240223463687	1004402	0.37	895	None
D300693:bin_000046	84.72	12.55	Gradient Boost (General Model)	11	0.87	5493	266.96442432082796	2842155	0.63	3092	None
D300694:bin_000003	100.0	0.93	Neural Network (Specific Model)	11	0.874	66010	324.84301521438454	3221365	0.36	2892	None
D300695:bin_000017	100.0	7.5	Neural Network (Specific Model)	11	0.891	68435	319.07130434782607	3698027	0.49	3450	None
D300695:bin_000027	84.83	3.38	Gradient Boost (General Model)	11	0.885	16688	307.0559460219286	3692168	0.49	3557	None
D300705:bin_000007	99.45	4.36	Neural Network (Specific Model)	11	0.852	25898	316.29924953095684	2372330	0.62	2132	None
D300706:bin_000006	97.31	0.01	Gradient Boost (General Model)	11	0.878	40758	301.07027027027027	2851124	0.54	2775	None
D300706:bin_000010	91.8	0.27	Gradient Boost (General Model)	11	0.905	9428	293.8546727048168	2361148	0.62	2429	None
D300706:bin_000018	92.68	12.32	Neural Network (Specific Model)	11	0.905	12842	305.66714133143466	2841987	0.49	2809	None
D300706:bin_000022	63.66	0.22	Gradient Boost (General Model)	11	0.853	3692	265.18283582089555	1746504	0.61	1876	None
D300709:bin_000031	86.17	5.71	Gradient Boost (General Model)	11	0.869	24326	269.4689236988378	1836956	0.28	1979	None
D300709:bin_000033	89.66	10.14	Gradient Boost (General Model)	11	0.875	47134	281.83630289532294	1731147	0.3	1796	None
D300710:bin_000013	99.2	3.55	Neural Network (Specific Model)	11	0.875	44775	333.0202090592334	3271795	0.51	2870	None
D300710:bin_000018	87.43	2.18	Gradient Boost (General Model)	11	0.868	5539	265.87528957528957	2375136	0.61	2590	None
D300711:bin_000009	99.99	4.27	Neural Network (Specific Model)	11	0.881	45251	286.89755011135856	2190344	0.37	2245	None
D300711:bin_000025	86.34	5.9	Neural Network (Specific Model)	11	0.913	11296	287.60368482947865	2404758	0.42	2551	None
D300712:bin_000009	99.34	1.05	Gradient Boost (General Model)	11	0.906	88734	333.408281573499	2660159	0.53	2415	None
D300712:bin_000029	80.93	4.01	Gradient Boost (General Model)	11	0.877	6166	291.50709555345315	2105372	0.53	2114	None
D300712:bin_000036	78.87	1.83	Gradient Boost (General Model)	11	0.894	6279	286.94455604660504	2392968	0.51	2489	None
D300713:bin_000014	89.85	0.24	Gradient Boost (General Model)	11	0.894	21007	336.9813208805871	1691212	0.58	1499	None
D300714:bin_000019	92.11	0.7	Gradient Boost (General Model)	11	0.9	39644	316.3067112055876	3466109	0.48	3293	None
D300714:bin_000023	82.56	5.28	Gradient Boost (General Model)	11	0.895	37700	299.7551234892275	1908187	0.58	1903	None
D300714:bin_000035	76.57	2.78	Gradient Boost (General Model)	11	0.895	4116	267.56638013371537	1873954	0.53	2094	None
D300719:bin_000003	99.86	0.03	Neural Network (Specific Model)	11	0.879	48822	301.8630880579011	1706396	0.41	1658	None
D300721:bin_000008	99.65	6.66	Neural Network (Specific Model)	11	0.897	114403	354.7840887718638	6299795	0.41	5317	None
D300721:bin_000013	98.5	0.63	Neural Network (Specific Model)	11	0.894	224798	363.40983606557376	4829160	0.43	3965	None
D300721:bin_000017	73.18	1.24	Gradient Boost (General Model)	11	0.884	3064	241.6735885788449	1260482	0.41	1541	None
D300723:bin_000025	73.6	2.11	Neural Network (Specific Model)	11	0.912	4389	261.8453297623033	2568425	0.4	2987	None
D300724:bin_000011	79.08	1.43	Gradient Boost (General Model)	11	0.855	4215	264.59522812892425	2213946	0.63	2389	None
D300724:bin_000022	71.01	6.54	Gradient Boost (General Model)	11	0.891	4167	281.72258771929825	1727771	0.47	1824	None
D300724:bin_000027	71.1	5.63	Gradient Boost (General Model)	11	0.889	2838	260.6407766990291	1807534	0.59	2060	None
D300724:bin_000028	60.89	16.48	Gradient Boost (General Model)	11	0.884	4427	239.27067669172934	1508498	0.29	1862	None
D300726:bin_000001	99.89	0.77	Neural Network (Specific Model)	11	0.925	200403	325.9481560662747	1972755	0.35	1871	None
D300726:bin_000019	90.96	8.7	Neural Network (Specific Model)	11	0.882	5014	261.0738747553816	1812645	0.4	2044	None
D300726:bin_000025	88.46	20.69	Gradient Boost (General Model)	11	0.876	10441	259.0977973568282	2007833	0.28	2270	None
D300727:bin_000012	85.24	0.79	Gradient Boost (General Model)	11	0.905	8997	291.0982032218092	3109845	0.48	3228	None
D300729:bin_000012	95.49	45.13	Neural Network (Specific Model)	11	0.9	11120	301.67575700583035	5335833	0.49	5317	None
D300730:bin_000007	90.97	2.95	Gradient Boost (General Model)	11	0.864	10056	316.4605911330049	1781762	0.59	1624	None
D300730:bin_000029	84.33	7.45	Gradient Boost (General Model)	11	0.902	7497	288.6513196480938	3266365	0.45	3410	None
D300731:bin_000027	86.33	8.64	Gradient Boost (General Model)	11	0.894	7590	296.87923930269415	3136706	0.53	3155	None
D300733:bin_000015	92.79	0.09	Gradient Boost (General Model)	11	0.883	8555	285.74015088013414	2313100	0.6	2386	None
D300733:bin_000018	99.7	5.79	Neural Network (Specific Model)	11	0.894	72507	320.9311163895487	3617868	0.44	3368	None
D300747:bin_000003	100.0	1.58	Gradient Boost (General Model)	11	0.909	31499	326.5926256318763	3616645	0.56	3363	None
D300750:bin_000007	99.55	2.11	Gradient Boost (General Model)	11	0.899	137225	303.64516129032256	1663062	0.26	1643	None
D300751:bin_000007	95.57	0.47	Gradient Boost (General Model)	11	0.896	85777	314.2489552238806	1756838	0.39	1675	None
D300751:bin_000011	91.72	1.06	Gradient Boost (General Model)	11	0.89	32002	342.50642325895876	1705380	0.58	1479	None
D300751:bin_000042	65.61	7.73	Neural Network (Specific Model)	11	0.884	2968	238.83494105037514	1509181	0.38	1866	None
D300752:bin_000017	97.72	0.42	Gradient Boost (General Model)	11	0.899	24437	329.46666666666664	1647209	0.48	1500	None
D300752:bin_000038	75.76	5.86	Gradient Boost (General Model)	11	0.881	5568	278.07080319756375	2483525	0.6	2627	None
D300753:bin_000003	99.99	0.84	Neural Network (Specific Model)	11	0.902	154572	375.0158220024722	5039077	0.41	4045	None
D300753:bin_000008	97.11	1.08	Neural Network (Specific Model)	11	0.899	63470	319.341726618705	3253576	0.44	3058	None
D300753:bin_000014	84.27	20.07	Gradient Boost (General Model)	11	0.866	3929	245.00642627632988	2370224	0.28	2801	None
D300755:bin_000002	99.63	0.09	Gradient Boost (General Model)	11	0.903	86526	314.7748936170213	2452578	0.44	2350	None
D300755:bin_000010	82.91	1.11	Neural Network (Specific Model)	11	0.863	10428	276.26409849086576	2413527	0.62	2518	None
D300755:bin_000011	90.54	3.48	Gradient Boost (General Model)	11	0.857	32950	276.95415180845646	1898302	0.29	1963	None
D300756:bin_000013	95.58	4.27	Gradient Boost (General Model)	11	0.898	16466	302.89507357645556	3156268	0.53	3126	None
D300756:bin_000024	93.83	22.46	Gradient Boost (General Model)	11	0.866	14032	305.7182122905028	4729086	0.47	4475	None
D300757:bin_000004	100.0	0.0	Gradient Boost (General Model)	11	0.752	55143	280.0716680637049	2662039	0.35	2386	None
D300757:bin_000020	89.11	2.85	Gradient Boost (General Model)	11	0.851	29242	292.1686121919585	1585080	0.29	1542	None
D300757:bin_000021	78.02	0.43	Neural Network (Specific Model)	11	0.891	51742	321.77698382850696	2876074	0.49	2659	None
D300757:bin_000027	76.45	6.66	Gradient Boost (General Model)	11	0.903	3080	276.3321554770318	2075528	0.49	2264	None
D300758:bin_000002	99.99	1.62	Neural Network (Specific Model)	11	0.901	174289	370.24464327760774	5230322	0.41	4247	None
D300758:bin_000021	83.65	28.39	Neural Network (Specific Model)	11	0.901	44363	294.30792917628946	3810672	0.45	3897	None
D300759:bin_000006	100.0	2.58	Neural Network (Specific Model)	11	0.901	134906	364.70191878625616	5436498	0.42	4482	None
D300759:bin_000010	97.71	0.62	Neural Network (Specific Model)	11	0.85	16019	310.6823244552058	2262352	0.62	2065	None
D300759:bin_000017	90.82	1.37	Neural Network (Specific Model)	11	0.885	83835	319.2088467614534	3418847	0.48	3165	None
D300759:bin_000026	88.95	2.11	Neural Network (Specific Model)	11	0.87	7262	296.05192629815747	2432125	0.54	2388	None
D300762:bin_000013	99.84	30.67	Neural Network (Specific Model)	11	0.875	23610	288.46731234866826	2448118	0.39	2478	None
D300764:bin_000003	99.99	0.09	Neural Network (Specific Model)	11	0.902	147878	374.64226044226046	5064797	0.41	4070	None
D300764:bin_000023	89.02	14.57	Gradient Boost (General Model)	11	0.914	11675	275.13989875747814	1958259	0.29	2173	None
D300766:bin_000001	99.99	0.08	Neural Network (Specific Model)	11	0.902	147810	372.1064344460571	5109009	0.41	4134	None
D300766:bin_000011	96.84	0.7	Gradient Boost (General Model)	11	0.886	42526	298.9657113613101	1974530	0.58	1954	None
D300766:bin_000012	94.37	1.26	Gradient Boost (General Model)	11	0.891	7552	261.9252450980392	1435741	0.52	1632	None
D300766:bin_000020	85.32	1.58	Gradient Boost (General Model)	11	0.849	7713	277.7302371541502	2972021	0.43	3036	None
D300766:bin_000025	75.96	1.46	Gradient Boost (General Model)	11	0.85	3524	236.89888164026095	1788362	0.45	2146	None
TM1:bin_000015	99.3	0.89	Gradient Boost (General Model)	11	0.873	38797	296.3021806853583	2935462	0.48	2889	None
TM1:bin_000035	97.32	1.9	Gradient Boost (General Model)	11	0.903	44177	329.9790535298681	2820575	0.53	2578	None
TM1:bin_000063	92.91	4.88	Gradient Boost (General Model)	11	0.873	22490	320.574827802129	1757149	0.58	1597	None
TM1:bin_000080	92.69	0.28	Gradient Boost (General Model)	11	0.908	15280	302.73256649892164	2778477	0.55	2782	None
TM1:bin_000106	89.37	4.72	Gradient Boost (General Model)	11	0.915	8880	305.3222748815166	3159583	0.57	3165	None
TM1:bin_000110	99.09	0.83	Gradient Boost (General Model)	11	0.908	121239	343.4800469483568	965809	0.37	852	None
TM1:bin_000144	87.45	0.36	Neural Network (Specific Model)	11	0.894	21531	317.4207939508507	2811677	0.5	2645	None
TM1:bin_000147	92.73	8.31	Gradient Boost (General Model)	11	0.841	14831	270.7138875986995	2074590	0.27	2153	None
TM1:bin_000160	91.77	2.25	Gradient Boost (General Model)	11	0.902	40330	323.60635857096037	3277301	0.54	3051	None
TM1:bin_000213	70.48	5.53	Gradient Boost (General Model)	11	0.899	3352	256.37971698113205	1810214	0.47	2120	None
TM1:bin_000224	67.55	3.03	Neural Network (Specific Model)	11	0.895	6951	294.62855764592376	2043880	0.46	2073	None
